t_s,nu,eclipsed,p_gen_w,p_house_w,p_surplus_w
5310.0,1.000000,0,585.7328,45.00,540.7328
5320.0,1.000000,0,586.4153,45.00,541.4153
5330.0,1.000000,0,587.0849,45.00,542.0849
5340.0,1.000000,0,587.7413,45.00,542.7413
5350.0,1.000000,0,588.3843,45.00,543.3843
5360.0,1.000000,0,589.0135,45.00,544.0135
5370.0,1.000000,0,589.6287,45.00,544.6287
5380.0,1.000000,0,590.2297,45.00,545.2297
5390.0,1.000000,0,590.8162,45.00,545.8162
5400.0,1.000000,0,591.3880,45.00,546.3880
5410.0,1.000000,0,591.9448,45.00,546.9448
5420.0,1.000000,0,592.4865,45.00,547.4865
5430.0,1.000000,0,593.0128,45.00,548.0128
5440.0,1.000000,0,593.5234,45.00,548.5234
5450.0,1.000000,0,594.0183,45.00,549.0183
5460.0,1.000000,0,594.4972,45.00,549.4972
5470.0,1.000000,0,594.9598,45.00,549.9598
5480.0,1.000000,0,595.4061,45.00,550.4061
5490.0,1.000000,0,595.8359,45.00,550.8359
5500.0,1.000000,0,596.2489,45.00,551.2489
5510.0,1.000000,0,596.6451,45.00,551.6451
5520.0,1.000000,0,597.0242,45.00,552.0242
5530.0,1.000000,0,597.3861,45.00,552.3861
5540.0,1.000000,0,597.7307,45.00,552.7307
5550.0,1.000000,0,598.0579,45.00,553.0579
5560.0,1.000000,0,598.3674,45.00,553.3674
5570.0,1.000000,0,598.6592,45.00,553.6592
5580.0,1.000000,0,598.9332,45.00,553.9332
5590.0,1.000000,0,599.1893,45.00,554.1893
5600.0,1.000000,0,599.4274,45.00,554.4274
5610.0,1.000000,0,599.6473,45.00,554.6473
5620.0,1.000000,0,599.8490,45.00,554.8490
5630.0,1.000000,0,600.0324,45.00,555.0324
5640.0,1.000000,0,600.1975,45.00,555.1975
5650.0,1.000000,0,600.3441,45.00,555.3441
5660.0,1.000000,0,600.4723,45.00,555.4723
5670.0,1.000000,0,600.5819,45.00,555.5819
5680.0,1.000000,0,600.6730,45.00,555.6730
5690.0,1.000000,0,600.7455,45.00,555.7455
5700.0,1.000000,0,600.7993,45.00,555.7993
5710.0,1.000000,0,600.8345,45.00,555.8345
5720.0,1.000000,0,600.8510,45.00,555.8510
5730.0,1.000000,0,600.8489,45.00,555.8489
5740.0,1.000000,0,600.8280,45.00,555.8280
5750.0,1.000000,0,600.7885,45.00,555.7885
5760.0,1.000000,0,600.7304,45.00,555.7304
5770.0,1.000000,0,600.6536,45.00,555.6536
5780.0,1.000000,0,600.5583,45.00,555.5583
5790.0,1.000000,0,600.4443,45.00,555.4443
5800.0,1.000000,0,600.3119,45.00,555.3119
5810.0,1.000000,0,600.1610,45.00,555.1610
5820.0,1.000000,0,599.9917,45.00,554.9917
5830.0,1.000000,0,599.8040,45.00,554.8040
5840.0,1.000000,0,599.5981,45.00,554.5981
5850.0,1.000000,0,599.3740,45.00,554.3740
5860.0,1.000000,0,599.1318,45.00,554.1318
5870.0,1.000000,0,598.8716,45.00,553.8716
5880.0,1.000000,0,598.5934,45.00,553.5934
5890.0,1.000000,0,598.2975,45.00,553.2975
5900.0,1.000000,0,597.9839,45.00,552.9839
5910.0,1.000000,0,597.6527,45.00,552.6527
5920.0,1.000000,0,597.3041,45.00,552.3041
5930.0,1.000000,0,596.9382,45.00,551.9382
5940.0,1.000000,0,596.5552,45.00,551.5552
5950.0,1.000000,0,596.1551,45.00,551.1551
5960.0,1.000000,0,595.7382,45.00,550.7382
5970.0,1.000000,0,595.3047,45.00,550.3047
5980.0,1.000000,0,594.8546,45.00,549.8546
5990.0,1.000000,0,594.3882,45.00,549.3882
6000.0,1.000000,0,593.9056,45.00,548.9056
6010.0,1.000000,0,593.4071,45.00,548.4071
6020.0,1.000000,0,592.8928,45.00,547.8928
6030.0,1.000000,0,592.3630,45.00,547.3630
6040.0,1.000000,0,591.8178,45.00,546.8178
6050.0,1.000000,0,591.2576,45.00,546.2576
6060.0,1.000000,0,590.6824,45.00,545.6824
6070.0,1.000000,0,590.0925,45.00,545.0925
6080.0,1.000000,0,589.4883,45.00,544.4883
6090.0,1.000000,0,588.8698,45.00,543.8698
6100.0,1.000000,0,588.2375,45.00,543.2375
6110.0,1.000000,0,587.5914,45.00,542.5914
6120.0,1.000000,0,586.9320,45.00,541.9320
6130.0,1.000000,0,586.2594,45.00,541.2594
6140.0,1.000000,0,585.5740,45.00,540.5740
6150.0,1.000000,0,584.8760,45.00,539.8760
6160.0,1.000000,0,584.1657,45.00,539.1657
6170.0,1.000000,0,583.4434,45.00,538.4434
6180.0,1.000000,0,582.7094,45.00,537.7094
6190.0,1.000000,0,581.9641,45.00,536.9641
6200.0,1.000000,0,581.2076,45.00,536.2076
6210.0,1.000000,0,580.4405,45.00,535.4405
6220.0,1.000000,0,579.6629,45.00,534.6629
6230.0,1.000000,0,578.8752,45.00,533.8752
6240.0,1.000000,0,578.0778,45.00,533.0778
6250.0,1.000000,0,577.2709,45.00,532.2709
6260.0,1.000000,0,576.4550,45.00,531.4550
6270.0,1.000000,0,575.6303,45.00,530.6303
6280.0,1.000000,0,574.7974,45.00,529.7974
6290.0,1.000000,0,573.9564,45.00,528.9564
6300.0,1.000000,0,573.1078,45.00,528.1078
6310.0,1.000000,0,572.2519,45.00,527.2519
6320.0,1.000000,0,571.3891,45.00,526.3891
6330.0,1.000000,0,570.5199,45.00,525.5199
6340.0,1.000000,0,569.6446,45.00,524.6446
6350.0,1.000000,0,568.7635,45.00,523.7635
6360.0,1.000000,0,567.8772,45.00,522.8772
6370.0,1.000000,0,566.9859,45.00,521.9859
6380.0,1.000000,0,566.0901,45.00,521.0901
6390.0,1.000000,0,565.1901,45.00,520.1901
6400.0,1.000000,0,564.2865,45.00,519.2865
6410.0,1.000000,0,563.3796,45.00,518.3796
6420.0,1.000000,0,562.4699,45.00,517.4699
6430.0,0.848321,1,476.3812,45.00,431.3812
6440.0,0.301388,1,168.9714,45.00,123.9714
6450.0,0.000000,1,0.0000,45.00,-45.0000
6460.0,0.000000,1,0.0000,45.00,-45.0000
6470.0,0.000000,1,0.0000,45.00,-45.0000
6480.0,0.000000,1,0.0000,45.00,-45.0000
6490.0,0.000000,1,0.0000,45.00,-45.0000
6500.0,0.000000,1,0.0000,45.00,-45.0000
6510.0,0.000000,1,0.0000,45.00,-45.0000
6520.0,0.000000,1,0.0000,45.00,-45.0000
6530.0,0.000000,1,0.0000,45.00,-45.0000
6540.0,0.000000,1,0.0000,45.00,-45.0000
6550.0,0.000000,1,0.0000,45.00,-45.0000
6560.0,0.000000,1,0.0000,45.00,-45.0000
6570.0,0.000000,1,0.0000,45.00,-45.0000
6580.0,0.000000,1,0.0000,45.00,-45.0000
6590.0,0.000000,1,0.0000,45.00,-45.0000
6600.0,0.000000,1,0.0000,45.00,-45.0000
6610.0,0.000000,1,0.0000,45.00,-45.0000
6620.0,0.000000,1,0.0000,45.00,-45.0000
6630.0,0.000000,1,0.0000,45.00,-45.0000
6640.0,0.000000,1,0.0000,45.00,-45.0000
6650.0,0.000000,1,0.0000,45.00,-45.0000
6660.0,0.000000,1,0.0000,45.00,-45.0000
6670.0,0.000000,1,0.0000,45.00,-45.0000
6680.0,0.000000,1,0.0000,45.00,-45.0000
6690.0,0.000000,1,0.0000,45.00,-45.0000
6700.0,0.000000,1,0.0000,45.00,-45.0000
6710.0,0.000000,1,0.0000,45.00,-45.0000
6720.0,0.000000,1,0.0000,45.00,-45.0000
6730.0,0.000000,1,0.0000,45.00,-45.0000
6740.0,0.000000,1,0.0000,45.00,-45.0000
6750.0,0.000000,1,0.0000,45.00,-45.0000
6760.0,0.000000,1,0.0000,45.00,-45.0000
6770.0,0.000000,1,0.0000,45.00,-45.0000
6780.0,0.000000,1,0.0000,45.00,-45.0000
6790.0,0.000000,1,0.0000,45.00,-45.0000
6800.0,0.000000,1,0.0000,45.00,-45.0000
6810.0,0.000000,1,0.0000,45.00,-45.0000
6820.0,0.000000,1,0.0000,45.00,-45.0000
6830.0,0.000000,1,0.0000,45.00,-45.0000
6840.0,0.000000,1,0.0000,45.00,-45.0000
6850.0,0.000000,1,0.0000,45.00,-45.0000
6860.0,0.000000,1,0.0000,45.00,-45.0000
6870.0,0.000000,1,0.0000,45.00,-45.0000
6880.0,0.000000,1,0.0000,45.00,-45.0000
6890.0,0.000000,1,0.0000,45.00,-45.0000
6900.0,0.000000,1,0.0000,45.00,-45.0000
6910.0,0.000000,1,0.0000,45.00,-45.0000
6920.0,0.000000,1,0.0000,45.00,-45.0000
6930.0,0.000000,1,0.0000,45.00,-45.0000
6940.0,0.000000,1,0.0000,45.00,-45.0000
6950.0,0.000000,1,0.0000,45.00,-45.0000
6960.0,0.000000,1,0.0000,45.00,-45.0000
6970.0,0.000000,1,0.0000,45.00,-45.0000
6980.0,0.000000,1,0.0000,45.00,-45.0000
6990.0,0.000000,1,0.0000,45.00,-45.0000
7000.0,0.000000,1,0.0000,45.00,-45.0000
7010.0,0.000000,1,0.0000,45.00,-45.0000
7020.0,0.000000,1,0.0000,45.00,-45.0000
7030.0,0.000000,1,0.0000,45.00,-45.0000
7040.0,0.000000,1,0.0000,45.00,-45.0000
7050.0,0.000000,1,0.0000,45.00,-45.0000
7060.0,0.000000,1,0.0000,45.00,-45.0000
7070.0,0.000000,1,0.0000,45.00,-45.0000
7080.0,0.000000,1,0.0000,45.00,-45.0000
7090.0,0.000000,1,0.0000,45.00,-45.0000
7100.0,0.000000,1,0.0000,45.00,-45.0000
7110.0,0.000000,1,0.0000,45.00,-45.0000
7120.0,0.000000,1,0.0000,45.00,-45.0000
7130.0,0.000000,1,0.0000,45.00,-45.0000
7140.0,0.000000,1,0.0000,45.00,-45.0000
7150.0,0.000000,1,0.0000,45.00,-45.0000
7160.0,0.000000,1,0.0000,45.00,-45.0000
7170.0,0.000000,1,0.0000,45.00,-45.0000
7180.0,0.000000,1,0.0000,45.00,-45.0000
7190.0,0.000000,1,0.0000,45.00,-45.0000
7200.0,0.000000,1,0.0000,45.00,-45.0000
7210.0,0.000000,1,0.0000,45.00,-45.0000
7220.0,0.000000,1,0.0000,45.00,-45.0000
7230.0,0.000000,1,0.0000,45.00,-45.0000
7240.0,0.000000,1,0.0000,45.00,-45.0000
7250.0,0.000000,1,0.0000,45.00,-45.0000
7260.0,0.000000,1,0.0000,45.00,-45.0000
7270.0,0.000000,1,0.0000,45.00,-45.0000
7280.0,0.000000,1,0.0000,45.00,-45.0000
7290.0,0.000000,1,0.0000,45.00,-45.0000
7300.0,0.000000,1,0.0000,45.00,-45.0000
7310.0,0.000000,1,0.0000,45.00,-45.0000
7320.0,0.000000,1,0.0000,45.00,-45.0000
7330.0,0.000000,1,0.0000,45.00,-45.0000
7340.0,0.000000,1,0.0000,45.00,-45.0000
7350.0,0.000000,1,0.0000,45.00,-45.0000
7360.0,0.000000,1,0.0000,45.00,-45.0000
7370.0,0.000000,1,0.0000,45.00,-45.0000
7380.0,0.000000,1,0.0000,45.00,-45.0000
7390.0,0.000000,1,0.0000,45.00,-45.0000
7400.0,0.000000,1,0.0000,45.00,-45.0000
7410.0,0.000000,1,0.0000,45.00,-45.0000
7420.0,0.000000,1,0.0000,45.00,-45.0000
7430.0,0.000000,1,0.0000,45.00,-45.0000
7440.0,0.000000,1,0.0000,45.00,-45.0000
7450.0,0.000000,1,0.0000,45.00,-45.0000
7460.0,0.000000,1,0.0000,45.00,-45.0000
7470.0,0.000000,1,0.0000,45.00,-45.0000
7480.0,0.000000,1,0.0000,45.00,-45.0000
7490.0,0.000000,1,0.0000,45.00,-45.0000
7500.0,0.000000,1,0.0000,45.00,-45.0000
7510.0,0.000000,1,0.0000,45.00,-45.0000
7520.0,0.000000,1,0.0000,45.00,-45.0000
7530.0,0.000000,1,0.0000,45.00,-45.0000
7540.0,0.000000,1,0.0000,45.00,-45.0000
7550.0,0.000000,1,0.0000,45.00,-45.0000
7560.0,0.000000,1,0.0000,45.00,-45.0000
7570.0,0.000000,1,0.0000,45.00,-45.0000
7580.0,0.000000,1,0.0000,45.00,-45.0000
7590.0,0.000000,1,0.0000,45.00,-45.0000
7600.0,0.000000,1,0.0000,45.00,-45.0000
7610.0,0.000000,1,0.0000,45.00,-45.0000
7620.0,0.000000,1,0.0000,45.00,-45.0000
7630.0,0.000000,1,0.0000,45.00,-45.0000
7640.0,0.000000,1,0.0000,45.00,-45.0000
7650.0,0.000000,1,0.0000,45.00,-45.0000
7660.0,0.000000,1,0.0000,45.00,-45.0000
7670.0,0.000000,1,0.0000,45.00,-45.0000
7680.0,0.000000,1,0.0000,45.00,-45.0000
7690.0,0.000000,1,0.0000,45.00,-45.0000
7700.0,0.000000,1,0.0000,45.00,-45.0000
7710.0,0.000000,1,0.0000,45.00,-45.0000
7720.0,0.000000,1,0.0000,45.00,-45.0000
7730.0,0.000000,1,0.0000,45.00,-45.0000
7740.0,0.000000,1,0.0000,45.00,-45.0000
7750.0,0.000000,1,0.0000,45.00,-45.0000
7760.0,0.000000,1,0.0000,45.00,-45.0000
7770.0,0.000000,1,0.0000,45.00,-45.0000
7780.0,0.000000,1,0.0000,45.00,-45.0000
7790.0,0.000000,1,0.0000,45.00,-45.0000
7800.0,0.000000,1,0.0000,45.00,-45.0000
7810.0,0.000000,1,0.0000,45.00,-45.0000
7820.0,0.000000,1,0.0000,45.00,-45.0000
7830.0,0.000000,1,0.0000,45.00,-45.0000
7840.0,0.000000,1,0.0000,45.00,-45.0000
7850.0,0.000000,1,0.0000,45.00,-45.0000
7860.0,0.000000,1,0.0000,45.00,-45.0000
7870.0,0.000000,1,0.0000,45.00,-45.0000
7880.0,0.263324,1,147.6137,45.00,102.6137
7890.0,0.814106,1,457.1148,45.00,412.1148
7900.0,1.000000,0,562.4052,45.00,517.4052
7910.0,1.000000,0,563.3151,45.00,518.3151
7920.0,1.000000,0,564.2222,45.00,519.2222
7930.0,1.000000,0,565.1261,45.00,520.1261
7940.0,1.000000,0,566.0262,45.00,521.0262
7950.0,1.000000,0,566.9223,45.00,521.9223
7960.0,1.000000,0,567.8139,45.00,522.8139
7970.0,1.000000,0,568.7006,45.00,523.7006
7980.0,1.000000,0,569.5821,45.00,524.5821
7990.0,1.000000,0,570.4578,45.00,525.4578
8000.0,1.000000,0,571.3275,45.00,526.3275
8010.0,1.000000,0,572.1907,45.00,527.1907
8020.0,1.000000,0,573.0470,45.00,528.0470
8030.0,1.000000,0,573.8961,45.00,528.8961
8040.0,1.000000,0,574.7376,45.00,529.7376
8050.0,1.000000,0,575.5712,45.00,530.5712
8060.0,1.000000,0,576.3964,45.00,531.3964
8070.0,1.000000,0,577.2130,45.00,532.2130
8080.0,1.000000,0,578.0204,45.00,533.0204
8090.0,1.000000,0,578.8186,45.00,533.8186
8100.0,1.000000,0,579.6069,45.00,534.6069
8110.0,1.000000,0,580.3852,45.00,535.3852
8120.0,1.000000,0,581.1531,45.00,536.1531
8130.0,1.000000,0,581.9103,45.00,536.9103
8140.0,1.000000,0,582.6565,45.00,537.6565
8150.0,1.000000,0,583.3912,45.00,538.3912
8160.0,1.000000,0,584.1144,45.00,539.1144
8170.0,1.000000,0,584.8255,45.00,539.8255
8180.0,1.000000,0,585.5244,45.00,540.5244
8190.0,1.000000,0,586.2107,45.00,541.2107
8200.0,1.000000,0,586.8842,45.00,541.8842
8210.0,1.000000,0,587.5446,45.00,542.5446
8220.0,1.000000,0,588.1916,45.00,543.1916
8230.0,1.000000,0,588.8249,45.00,543.8249
8240.0,1.000000,0,589.4444,45.00,544.4444
8250.0,1.000000,0,590.0496,45.00,545.0496
8260.0,1.000000,0,590.6405,45.00,545.6405
8270.0,1.000000,0,591.2167,45.00,546.2167
8280.0,1.000000,0,591.7781,45.00,546.7781
8290.0,1.000000,0,592.3243,45.00,547.3243
8300.0,1.000000,0,592.8553,45.00,547.8553
8310.0,1.000000,0,593.3707,45.00,548.3707
8320.0,1.000000,0,593.8703,45.00,548.8703
8330.0,1.000000,0,594.3540,45.00,549.3540
8340.0,1.000000,0,594.8216,45.00,549.8216
8350.0,1.000000,0,595.2729,45.00,550.2729
8360.0,1.000000,0,595.7076,45.00,550.7076
8370.0,1.000000,0,596.1257,45.00,551.1257
8380.0,1.000000,0,596.5270,45.00,551.5270
8390.0,1.000000,0,596.9113,45.00,551.9113
8400.0,1.000000,0,597.2784,45.00,552.2784
8410.0,1.000000,0,597.6283,45.00,552.6283
8420.0,1.000000,0,597.9607,45.00,552.9607
8430.0,1.000000,0,598.2756,45.00,553.2756
8440.0,1.000000,0,598.5729,45.00,553.5729
8450.0,1.000000,0,598.8523,45.00,553.8523
8460.0,1.000000,0,599.1138,45.00,554.1138
8470.0,1.000000,0,599.3573,45.00,554.3573
8480.0,1.000000,0,599.5828,45.00,554.5828
8490.0,1.000000,0,599.7900,45.00,554.7900
8500.0,1.000000,0,599.9790,45.00,554.9790
8510.0,1.000000,0,600.1497,45.00,555.1497
8520.0,1.000000,0,600.3020,45.00,555.3020
8530.0,1.000000,0,600.4358,45.00,555.4358
8540.0,1.000000,0,600.5511,45.00,555.5511
8550.0,1.000000,0,600.6478,45.00,555.6478
8560.0,1.000000,0,600.7260,45.00,555.7260
8570.0,1.000000,0,600.7855,45.00,555.7855
8580.0,1.000000,0,600.8264,45.00,555.8264
8590.0,1.000000,0,600.8486,45.00,555.8486
8600.0,1.000000,0,600.8522,45.00,555.8522
8610.0,1.000000,0,600.8370,45.00,555.8370
8620.0,1.000000,0,600.8033,45.00,555.8033
8630.0,1.000000,0,600.7508,45.00,555.7508
8640.0,1.000000,0,600.6798,45.00,555.6798
8650.0,1.000000,0,600.5901,45.00,555.5901
8660.0,1.000000,0,600.4819,45.00,555.4819
8670.0,1.000000,0,600.3551,45.00,555.3551
8680.0,1.000000,0,600.2099,45.00,555.2099
8690.0,1.000000,0,600.0462,45.00,555.0462
8700.0,1.000000,0,599.8642,45.00,554.8642
8710.0,1.000000,0,599.6638,45.00,554.6638
8720.0,1.000000,0,599.4453,45.00,554.4453
8730.0,1.000000,0,599.2087,45.00,554.2087
8740.0,1.000000,0,598.9540,45.00,553.9540
8750.0,1.000000,0,598.6814,45.00,553.6814
8760.0,1.000000,0,598.3909,45.00,553.3909
8770.0,1.000000,0,598.0827,45.00,553.0827
8780.0,1.000000,0,597.7570,45.00,552.7570
8790.0,1.000000,0,597.4137,45.00,552.4137
8800.0,1.000000,0,597.0532,45.00,552.0532
8810.0,1.000000,0,596.6754,45.00,551.6754
8820.0,1.000000,0,596.2806,45.00,551.2806
8830.0,1.000000,0,595.8689,45.00,550.8689
8840.0,1.000000,0,595.4405,45.00,550.4405
8850.0,1.000000,0,594.9955,45.00,549.9955
8860.0,1.000000,0,594.5341,45.00,549.5341
8870.0,1.000000,0,594.0565,45.00,549.0565
8880.0,1.000000,0,593.5630,45.00,548.5630
8890.0,1.000000,0,593.0536,45.00,548.0536
8900.0,1.000000,0,592.5285,45.00,547.5285
8910.0,1.000000,0,591.9881,45.00,546.9881
8920.0,1.000000,0,591.4325,45.00,546.4325
8930.0,1.000000,0,590.8620,45.00,545.8620
8940.0,1.000000,0,590.2767,45.00,545.2767
8950.0,1.000000,0,589.6769,45.00,544.6769
8960.0,1.000000,0,589.0628,45.00,544.0628
8970.0,1.000000,0,588.4348,45.00,543.4348
8980.0,1.000000,0,587.7930,45.00,542.7930
8990.0,1.000000,0,587.1377,45.00,542.1377
9000.0,1.000000,0,586.4692,45.00,541.4692
9010.0,1.000000,0,585.7878,45.00,540.7878
9020.0,1.000000,0,585.0937,45.00,540.0937
9030.0,1.000000,0,584.3873,45.00,539.3873
9040.0,1.000000,0,583.6687,45.00,538.6687
9050.0,1.000000,0,582.9384,45.00,537.9384
9060.0,1.000000,0,582.1966,45.00,537.1966
9070.0,1.000000,0,581.4436,45.00,536.4436
9080.0,1.000000,0,580.6798,45.00,535.6798
9090.0,1.000000,0,579.9055,45.00,534.9055
9100.0,1.000000,0,579.1210,45.00,534.1210
9110.0,1.000000,0,578.3266,45.00,533.3266
9120.0,1.000000,0,577.5227,45.00,532.5227
9130.0,1.000000,0,576.7097,45.00,531.7097
9140.0,1.000000,0,575.8878,45.00,530.8878
9150.0,1.000000,0,575.0575,45.00,530.0575
9160.0,1.000000,0,574.2190,45.00,529.2190
9170.0,1.000000,0,573.3728,45.00,528.3728
9180.0,1.000000,0,572.5193,45.00,527.5193
9190.0,1.000000,0,571.6587,45.00,526.6587
9200.0,1.000000,0,570.7916,45.00,525.7916
9210.0,1.000000,0,569.9182,45.00,524.9182
9220.0,1.000000,0,569.0390,45.00,524.0390
9230.0,1.000000,0,568.1543,45.00,523.1543
9240.0,1.000000,0,567.2646,45.00,522.2646
9250.0,1.000000,0,566.3703,45.00,521.3703
9260.0,1.000000,0,565.4717,45.00,520.4717
9270.0,1.000000,0,564.5693,45.00,519.5693
9280.0,1.000000,0,563.6635,45.00,518.6635
9290.0,1.000000,0,562.7548,45.00,517.7548
9300.0,1.000000,0,561.8434,45.00,516.8434
9310.0,1.000000,0,560.9299,45.00,515.9299
9320.0,1.000000,0,560.0147,45.00,515.0147
9330.0,1.000000,0,559.0982,45.00,514.0982
9340.0,1.000000,0,558.1809,45.00,513.1809
9350.0,1.000000,0,557.2631,45.00,512.2631
9360.0,1.000000,0,556.3454,45.00,511.3454
9370.0,1.000000,0,555.4281,45.00,510.4281
9380.0,1.000000,0,554.5118,45.00,509.5118
9390.0,1.000000,0,553.5967,45.00,508.5967
9400.0,1.000000,0,552.6835,45.00,507.6835
9410.0,1.000000,0,551.7725,45.00,506.7725
9420.0,1.000000,0,550.8642,45.00,505.8642
9430.0,1.000000,0,549.9591,45.00,504.9591
9440.0,1.000000,0,549.0575,45.00,504.0575
9450.0,1.000000,0,548.1599,45.00,503.1599
9460.0,1.000000,0,547.2669,45.00,502.2669
9470.0,1.000000,0,546.3787,45.00,501.3787
9480.0,1.000000,0,545.4960,45.00,500.4960
9490.0,1.000000,0,544.6191,45.00,499.6191
9500.0,1.000000,0,543.7485,45.00,498.7485
9510.0,1.000000,0,542.8846,45.00,497.8846
9520.0,1.000000,0,542.0279,45.00,497.0279
9530.0,1.000000,0,541.1788,45.00,496.1788
9540.0,1.000000,0,540.3378,45.00,495.3378
9550.0,1.000000,0,539.5053,45.00,494.5053
9560.0,1.000000,0,538.6817,45.00,493.6817
9570.0,1.000000,0,537.8675,45.00,492.8675
9580.0,1.000000,0,537.0631,45.00,492.0631
9590.0,1.000000,0,536.2690,45.00,491.2690
9600.0,1.000000,0,535.4856,45.00,490.4856
9610.0,1.000000,0,534.7132,45.00,489.7132
9620.0,1.000000,0,533.9523,45.00,488.9523
9630.0,1.000000,0,533.2034,45.00,488.2034
9640.0,1.000000,0,532.4668,45.00,487.4668
9650.0,1.000000,0,531.7429,45.00,486.7429
9660.0,1.000000,0,531.0322,45.00,486.0322
9670.0,1.000000,0,530.3350,45.00,485.3350
9680.0,1.000000,0,529.6517,45.00,484.6517
9690.0,1.000000,0,528.9828,45.00,483.9828
9700.0,1.000000,0,528.3285,45.00,483.3285
9710.0,1.000000,0,527.6892,45.00,482.6892
9720.0,1.000000,0,527.0653,45.00,482.0653
9730.0,1.000000,0,526.4572,45.00,481.4572
9740.0,1.000000,0,525.8652,45.00,480.8652
9750.0,1.000000,0,525.2897,45.00,480.2897
9760.0,1.000000,0,524.7309,45.00,479.7309
9770.0,1.000000,0,524.1892,45.00,479.1892
9780.0,1.000000,0,523.6649,45.00,478.6649
9790.0,1.000000,0,523.1583,45.00,478.1583
9800.0,1.000000,0,522.6697,45.00,477.6697
9810.0,1.000000,0,522.1994,45.00,477.1994
9820.0,1.000000,0,521.7477,45.00,476.7477
9830.0,1.000000,0,521.3148,45.00,476.3148
9840.0,1.000000,0,520.9009,45.00,475.9009
9850.0,1.000000,0,520.5064,45.00,475.5064
9860.0,1.000000,0,520.1315,45.00,475.1315
9870.0,1.000000,0,519.7763,45.00,474.7763
9880.0,1.000000,0,519.4411,45.00,474.4411
9890.0,1.000000,0,519.1261,45.00,474.1261
9900.0,1.000000,0,518.8315,45.00,473.8315
9910.0,1.000000,0,518.5574,45.00,473.5574
9920.0,1.000000,0,518.3041,45.00,473.3041
9930.0,1.000000,0,518.0716,45.00,473.0716
9940.0,1.000000,0,517.8601,45.00,472.8601
9950.0,1.000000,0,517.6697,45.00,472.6697
9960.0,1.000000,0,517.5006,45.00,472.5006
9970.0,1.000000,0,517.3529,45.00,472.3529
9980.0,1.000000,0,517.2265,45.00,472.2265
9990.0,1.000000,0,517.1217,45.00,472.1217
10000.0,1.000000,0,517.0385,45.00,472.0385
10010.0,1.000000,0,516.9769,45.00,471.9769
10020.0,1.000000,0,516.9370,45.00,471.9370
10030.0,1.000000,0,516.9187,45.00,471.9187
10040.0,1.000000,0,516.9222,45.00,471.9222
10050.0,1.000000,0,516.9473,45.00,471.9473
10060.0,1.000000,0,516.9942,45.00,471.9942
10070.0,1.000000,0,517.0626,45.00,472.0626
10080.0,1.000000,0,517.1527,45.00,472.1527
10090.0,1.000000,0,517.2644,45.00,472.2644
10100.0,1.000000,0,517.3976,45.00,472.3976
10110.0,1.000000,0,517.5521,45.00,472.5521
10120.0,1.000000,0,517.7280,45.00,472.7280
10130.0,1.000000,0,517.9251,45.00,472.9251
10140.0,1.000000,0,518.1433,45.00,473.1433
10150.0,1.000000,0,518.3824,45.00,473.3824
10160.0,1.000000,0,518.6424,45.00,473.6424
10170.0,1.000000,0,518.9230,45.00,473.9230
10180.0,1.000000,0,519.2241,45.00,474.2241
10190.0,1.000000,0,519.5456,45.00,474.5456
10200.0,1.000000,0,519.8871,45.00,474.8871
10210.0,1.000000,0,520.2486,45.00,475.2486
10220.0,1.000000,0,520.6298,45.00,475.6298
10230.0,1.000000,0,521.0305,45.00,476.0305
10240.0,1.000000,0,521.4504,45.00,476.4504
10250.0,1.000000,0,521.8893,45.00,476.8893
10260.0,1.000000,0,522.3470,45.00,477.3470
10270.0,1.000000,0,522.8231,45.00,477.8231
10280.0,1.000000,0,523.3175,45.00,478.3175
10290.0,1.000000,0,523.8297,45.00,478.8297
10300.0,1.000000,0,524.3596,45.00,479.3596
10310.0,1.000000,0,524.9068,45.00,479.9068
10320.0,1.000000,0,525.4709,45.00,480.4709
10330.0,1.000000,0,526.0517,45.00,481.0517
10340.0,1.000000,0,526.6489,45.00,481.6489
10350.0,1.000000,0,527.2620,45.00,482.2620
10360.0,1.000000,0,527.8908,45.00,482.8908
10370.0,1.000000,0,528.5349,45.00,483.5349
10380.0,1.000000,0,529.1939,45.00,484.1939
10390.0,1.000000,0,529.8675,45.00,484.8675
10400.0,1.000000,0,530.5552,45.00,485.5552
10410.0,1.000000,0,531.2567,45.00,486.2567
10420.0,1.000000,0,531.9717,45.00,486.9717
10430.0,1.000000,0,532.6996,45.00,487.6996
10440.0,1.000000,0,533.4402,45.00,488.4402
10450.0,1.000000,0,534.1929,45.00,489.1929
10460.0,1.000000,0,534.9575,45.00,489.9575
10470.0,1.000000,0,535.7334,45.00,490.7334
10480.0,1.000000,0,536.5203,45.00,491.5203
10490.0,1.000000,0,537.3177,45.00,492.3177
10500.0,1.000000,0,538.1253,45.00,493.1253
10510.0,1.000000,0,538.9425,45.00,493.9425
10520.0,1.000000,0,539.7689,45.00,494.7689
10530.0,1.000000,0,540.6042,45.00,495.6042
10540.0,1.000000,0,541.4478,45.00,496.4478
10550.0,1.000000,0,542.2993,45.00,497.2993
10560.0,1.000000,0,543.1583,45.00,498.1583
10570.0,1.000000,0,544.0244,45.00,499.0244
10580.0,1.000000,0,544.8971,45.00,499.8971
10590.0,1.000000,0,545.7758,45.00,500.7758
10600.0,1.000000,0,546.6603,45.00,501.6603
10610.0,1.000000,0,547.5501,45.00,502.5501
